DT_GERACAO,HH_GERACAO,ANO_ELEICAO,NR_TURNO,NM_TIPO_ELEICAO,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,NR_CANDIDATO,NR_CPF_CANDIDATO,NM_URNA_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,CODIGO_LEGENDA,SIGLA_LEGENDA,COMPOSICAO_LEGENDA,NOME_LEGENDA,CODIGO_OCUPACAO,DS_OCUPACAO,DT_NASCIMENTO,NR_TITULO_ELEITORAL_CANDIDATO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,COD_GRAU_INSTRUCAO,DESCRICAO_GRAU_INSTRUCAO,CODIGO_ESTADO_CIVIL,DESCRICAO_ESTADO_CIVIL,CODIGO_NACIONALIDADE,DESCRICAO_NACIONALIDADE,SIGLA_UF_NASCIMENTO,CD_MUNICIPIO_NASCIMENTO,NM_MUNICIPIO_NASCIMENTO,DESPESA_MAX_CAMPANHA,COD_SIT_TOT_TURNO,DESC_SIT_TOT_TURNO,CODIGO_IBGE_MUN,CODIGO_IBGE_MUN_NASC,NUMERO_ZONA,COD_SIT_CAND_SUPERIOR,DESC_SIT_CAND_SUPERIOR,TOTAL_VOTOS
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,10,VICE PREFEITO,JOAO RAIMUNDO RAMOS DA SILVA,-1,250,,,-1,,25,PFL,PARTIDO DA FRENTE LIBERAL,-1,,,,-1,,05/04/44,000000000NULL,52,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2704302,,1,-1,#NE#,130
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,10,VICE PREFEITO,JEFFERSON DE LIMA ARAUJO FILHO,-1,330,,,-1,,33,PMN,PARTIDO DA MOBILIZACAO NACIONAL,-1,MSN,,MACEIO SOMOS NOS,-1,,20/06/52,000000000NULL,44,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2704302,,1,-1,#NE#,340
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,10,VICE PREFEITO,JOSE DE SOUZA TEIXEIRA,-1,360,,,-1,,36,PRN,PARTIDO DA RECONSTRUCAO NACIONAL,-1,RM,,RECONSTRUINDO MACEIO,-1,,19/10/62,000000000NULL,34,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2704302,,1,-1,#NE#,453
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,10,VICE PREFEITO,PETRUCIO CESAR BANDEIRA MENDES,-1,400,,,-1,,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,MNPP,,MACEIO NAO PODE PARAR,-1,,19/12/54,000000000NULL,42,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2704302,,1,-1,#NE#,69
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,10,VICE PREFEITO,FRANCIS DARIO SILVA DOS SANTOS,-1,430,,,-1,,43,PV,PARTIDO VERDE,-1,NT,,NOVO TEMPO,-1,,28/01/70,000000000NULL,26,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2704302,,1,-1,#NE#,24
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,10,VICE PREFEITO,ANTONIO MARCO TOLEDO,-1,700,,,-1,,70,PT DO B,PARTIDO TRABALHISTA DO BRASIL,-1,DMDCOP,,DE MAOS DADAS COM O POVO,-1,,30/10/58,000000000NULL,38,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,,,2704302,,1,-1,#NE#,1843
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,NIVALDO JOSE DE SANTANA,-1,11607,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,08/05/41,000000000NULL,55,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,919
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,IVENS TENORIO PEIXOTO,-1,11609,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,12/07/52,000000000NULL,44,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,757
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,LUIZ RAFAEL SANTOS PEREIRA,-1,11615,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,25/11/53,000000000NULL,43,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,4
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,RAIMUNDO CAMARA AMARAL,-1,11620,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,05/05/51,000000000NULL,45,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,126
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JOAO DA SILVA PARANHOS NETO,-1,11623,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,12/11/54,000000000NULL,42,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,1710
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,VILMA LUCIA DE MELLO LIMA,-1,11644,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,08/12/57,000000000NULL,39,4.0,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,446
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MARIA JOSE ARAUJO DE GUSMAO VERCOSA,-1,11655,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,07/09/33,000000000NULL,63,4.0,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,322
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,LUIZ PEDRO DA SILVA,-1,11666,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,10/06/59,000000000NULL,37,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,1.0,ELEITO,2704302,,1,-1,#NE#,648
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MARILUSIO DE FRANCA MOURA,-1,11677,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,04/07/49,000000000NULL,47,,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,202
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,RAIMUNDO GAIA DUARTE,-1,11678,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,02/10/54,000000000NULL,42,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,66
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,PEDRO DOS SANTOS,-1,11680,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,10/10/61,000000000NULL,35,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,24
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JOSE ALVARO COSTA,-1,11690,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,24/06/45,000000000NULL,51,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,152
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,EDUARDO ANTONIO MACEDO HOLANDA,-1,11699,,,-1,,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,DMDCOP,PPB/PT DO B,DE MAOS DADAS COM O POVO,-1,,09/02/76,000000000NULL,20,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,5.0,MEDIA,2704302,,1,-1,#NE#,1
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,CORINTHO ONELIO CAMPELO DA PAZ,-1,12612,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,MSN,PDT/PSC/PL/PRTB/PMN,MACEIO SOMOS NOS,-1,,16/03/44,000000000NULL,52,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,94
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MARCUS VINICIUS TAVARES DA CUNHA MELLO,-1,12633,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,MSN,PDT/PSC/PL/PRTB/PMN,MACEIO SOMOS NOS,-1,,28/05/56,000000000NULL,40,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,42
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JOAO LUIZ ROCHA,-1,12654,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,MSN,PDT/PSC/PL/PRTB/PMN,MACEIO SOMOS NOS,-1,,24/01/56,000000000NULL,40,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,1.0,ELEITO,2704302,,1,-1,#NE#,607
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,EDESIO PEREIRA DA SILVA,-1,12678,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,MSN,PDT/PSC/PL/PRTB/PMN,MACEIO SOMOS NOS,-1,,04/08/30,000000000NULL,66,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,159
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JOSE PEDRO CARDOSO SANTOS,-1,12689,,,-1,,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,MSN,PDT/PSC/PL/PRTB/PMN,MACEIO SOMOS NOS,-1,,29/08/50,000000000NULL,46,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,111
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,TEREZA CAVALCANTE DA SILVA,-1,13601,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,18/03/56,000000000NULL,40,4.0,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,122
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,LOURIVAL DOS SANTOS,-1,13602,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,17/12/56,000000000NULL,40,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,1148
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MANOEL FELIPE DA SILVA,-1,13609,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,13/03/49,000000000NULL,47,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,101
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,ELIZETE DOS SANTOS,-1,13610,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,23/06/45,000000000NULL,51,4.0,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,7
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,TEOBALDO ANTONIO DA SILVA,-1,13611,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,09/11/61,000000000NULL,35,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,157
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,THOMAZ DOURADO DE CARVALHO BELTRAO,-1,13613,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,20/06/58,000000000NULL,38,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,43
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JAREDE VIANA DE OLIVEIRA,-1,13615,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,24/10/38,000000000NULL,58,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,502
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,SAMUEL JOSE DOS SANTOS,-1,13620,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,01/01/66,000000000NULL,30,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,55
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,FERNANDO ANTONIO LEONARDO DA ROCHA,-1,13622,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,11/02/59,000000000NULL,37,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,138
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,PAULO FERNANDO DOS SANTOS,-1,13623,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,15/09/57,000000000NULL,39,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,5.0,MEDIA,2704302,,1,-1,#NE#,1877
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,DERALDO ALVES PAES,-1,13630,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,21/09/56,000000000NULL,40,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,545
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,ZACHARIAS FELIZARDO DA SILVA,-1,13632,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,30/01/23,000000000NULL,73,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,26
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,VALDIR DIAS SILVA,-1,13633,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,03/04/53,000000000NULL,43,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,289
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,NEUDA CAVALCANTE ABREU,-1,13644,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,08/03/58,000000000NULL,38,4.0,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,204
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JUDSON CABRAL DE SANTANA,-1,13650,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,22/03/55,000000000NULL,41,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,110
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JOAO FERNANDES DUARTE,-1,13655,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,02/12/48,000000000NULL,48,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,405
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,VALMIR DE MELO GOMES,-1,13678,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,17/04/57,000000000NULL,39,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,380
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,ALIOMAR DE ALMEIDA LINS,-1,13699,,,-1,,13,PT,PARTIDO DOS TRABALHADORES,-1,PT PSTU,PT/PSTU,PT PSTU,-1,,13/09/53,000000000NULL,43,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,1.0,ELEITO,2704302,,1,-1,#NE#,191
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MARCELO SEVERO DE OLIVEIRA,-1,14614,,,-1,,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,TPM,PTB/PMDB/PSL/PSDB/PRONA,TRABALHANDO POR MACEIO,-1,,30/09/55,000000000NULL,41,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,3
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MARIA DE FATIMA ANGELICA DA SILVA,-1,14620,,,-1,,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,TPM,PTB/PMDB/PSL/PSDB/PRONA,TRABALHANDO POR MACEIO,-1,,04/10/52,000000000NULL,44,4.0,FEMININO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,84
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,HELIO ROCHA CABRAL DE VASCONCELLOS FILHO,-1,14633,,,-1,,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,TPM,PTB/PMDB/PSL/PSDB/PRONA,TRABALHANDO POR MACEIO,-1,,07/07/57,000000000NULL,39,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,357
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,MARCOS ANTONIO LIMA UCHOA,-1,14666,,,-1,,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,TPM,PTB/PMDB/PSL/PSDB/PRONA,TRABALHANDO POR MACEIO,-1,,18/07/66,000000000NULL,30,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,752
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,JOSE MARINHO MUNIZ FALCAO,-1,15610,,,-1,,15,PMDB,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,-1,TPM,PTB/PMDB/PSL/PSDB/PRONA,TRABALHANDO POR MACEIO,-1,,15/09/41,000000000NULL,55,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,171
24/11/2016,16:06:13,1996,1,ELEICOES 1996,AL,27855,MACEIO,11,VEREADOR,ANDRE LUIZ VIANNA SA BRITO,-1,15631,,,-1,,15,PMDB,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,-1,TPM,PTB/PMDB/PSL/PSDB/PRONA,TRABALHANDO POR MACEIO,-1,,05/05/57,000000000NULL,39,2.0,MASCULINO,-1,,-1,,-1,,,,,-1,2.0,SUPLENTE,2704302,,1,-1,#NE#,23
