DT_GERACAO,HH_GERACAO,ANO_ELEICAO,NR_TURNO,NM_TIPO_ELEICAO,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,NR_CANDIDATO,NM_URNA_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,CD_LEGENDA,SG_LEGENDA,DS_COMPOSICAO_LEGENDA,NM_LEGENDA,CD_OCUPACAO,DS_OCUPACAO,DT_NASCIMENTO,NR_TITULO_ELEITORAL_CANDIDATO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,SG_UF_NASCIMENTO,CD_MUNICIPIO_NASCIMENTO,NM_MUNICIPIO_NASCIMENTO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,CODIGO_IBGE_MUN,CD_IBGE_MUN_NASC,NR_ZONA,CD_SIT_CAND_SUPERIOR,DS_SIT_CAND_SUPERIOR,QT_VOTOS_NOMINAIS,CD_TIPO_ELEICAO,TP_ABRANGENCIA,CD_MUNICIPIO,NM_SOCIAL_CANDIDATO,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,CD_CBO,CD_MUN_IBGE
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,VICTOR RIBEIRO NETO,-1,121,NULO,-1,NULO,12,PDT,PARTIDO DEMOCRATICO TRABALHISTA,-1,NULO,NULO,NULO,-1,NULO,22/04/22,000000000NULL,74,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,365,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,MARIO MAMEDE FILHO,-1,131,NULO,-1,NULO,13,PT,PARTIDO DOS TRABALHADORES,-1,CFF,NULO,COLIGA?AO FORTALEZA NA FRENTE,-1,NULO,07/11/46,000000000NULL,50,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,64,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,MARLON CARVALHO CAMBRAIA,-1,151,NULO,-1,NULO,15,PMDB,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,-1,PMDB-PL,NULO,PMDB-PL,-1,NULO,19/02/72,000000000NULL,24,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,438,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,CRISTOVAM AGUIAR PIMENTA,-1,171,NULO,-1,NULO,17,PSL,PARTIDO SOCIAL LIBERAL,-1,NULO,NULO,NULO,-1,NULO,16/10/47,000000000NULL,49,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,40,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,NERILDO MACHADO,-1,201,NULO,-1,NULO,20,PSC,PARTIDO SOCIAL CRISTAO,-1,NULO,NULO,NULO,-1,NULO,06/07/53,000000000NULL,43,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,27,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,ROBERTO SOARES PESSOA,-1,251,NULO,-1,NULO,25,PFL,PARTIDO DA FRENTE LIBERAL,-1,CHM,NULO,COLIGA?AO HORA DE MUDAR,-1,NULO,21/05/43,000000000NULL,53,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,33,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,FRANCISCO DAS CHAGAS MARTINS,-1,271,NULO,-1,NULO,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,-1,CFSC,NULO,COLIGA?AO FORTALEZA SOLIDARIA E CRISTA,-1,NULO,05/01/49,000000000NULL,47,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,23,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,GERALDO MARKAN FERREIRA GOMES,-1,431,NULO,-1,NULO,43,PV,PARTIDO VERDE,-1,NULO,NULO,NULO,-1,NULO,05/01/29,000000000NULL,67,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,15,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,10,VICE PREFEITO,MARCO ANTONIO DE HOLANDA PENAFORTE,-1,451,NULO,-1,NULO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,-1,CFCA,NULO,COLIGA?AO FORTALEZA DE CORPO E ALMA,-1,NULO,04/07/48,000000000NULL,48,2,MASCULINO,NULO,-1.0,NULO,-1.0,NULO,2304400,-1.0,1,-1,NULO,49,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,JORGE VIEIRA,-1,11601,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,14/01/64,000000000NULL,32,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,116,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,FRANCISCO RODRIGUES DE MELO,-1,11602,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,05/12/37,000000000NULL,59,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,24,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,AMILTON ALVES GOMES,-1,11603,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,31/01/55,000000000NULL,41,2,MASCULINO,NULO,-1.0,NULO,1.0,ELEITO,2304400,-1.0,1,-1,NULO,16,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,GERALDO MAGELA ROCHA DE VASCONCELOS,-1,11604,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,24/01/71,000000000NULL,25,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,23,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,ANTONIO IZAIAS MOREIRA,-1,11606,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,15/02/51,000000000NULL,45,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,28,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,ERIBERTO FARIAS,-1,11607,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,08/04/46,000000000NULL,50,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,9,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,ANTONIO CLECIO BATISTA DE OLIVEIRA,-1,11609,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,28/02/55,000000000NULL,41,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,10,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,JOAO GEVARCIR FERREIRA,-1,11610,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,12/03/65,000000000NULL,31,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,37,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,FRANCISCO IVANILDO DOS SANTOS,-1,11611,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,12/10/64,000000000NULL,32,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,54,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,JOSE DEMONTIEZ AUGUSTO PINHEIRO,-1,11612,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,10/08/76,000000000NULL,20,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,239,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,FRANCISCO DE ASSIS SANTOS DO NASCIMENTO,-1,11613,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,24/03/48,000000000NULL,48,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,5,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,ANTONIO REGINALDO BARROCAS MARQUES,-1,11614,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,20/05/61,000000000NULL,35,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,5,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,EDVALDO ARAUJO OLIVEIRA,-1,11615,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,30/10/47,000000000NULL,49,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,140,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,CARLUCIA DIONISIA BARBOSA,-1,11616,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,28/01/48,000000000NULL,48,4,FEMININO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,14,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,RAIMUNDO XAVIER DA SILVA,-1,11617,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,10/01/35,000000000NULL,61,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,11,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,ROSA MARIA DUARTE DOS SANTOS RODRIGUES,-1,11618,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,26/02/51,000000000NULL,45,4,FEMININO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,19,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,AMADEU CORREIA BATISTA,-1,11620,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,30/03/40,000000000NULL,56,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,9,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,RAIMUNDO PINHEIRO BASTOS NETO,-1,11622,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,21/06/59,000000000NULL,37,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,6,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,FRANCISCO LUIZ COSTA DOS SANTOS,-1,11623,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,24/11/65,000000000NULL,31,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,39,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,TELMA OLIVEIRA BRANDAO,-1,11625,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,05/03/48,000000000NULL,48,4,FEMININO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,1,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,JOSE JUE FERREIRA DE ALMEIDA,-1,11626,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,23/09/51,000000000NULL,45,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,22,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,JOSE NIVAL FREIRE DA SILVA,-1,11627,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,21/01/52,000000000NULL,44,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,44,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,FRANCISCO HERALDO MENEZES FARIAS,-1,11628,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,18/05/50,000000000NULL,46,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,5,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,LUIZ MENDES FILHO,-1,11629,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,29/05/41,000000000NULL,55,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,34,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,MARIA ELZA DE LIMA GURGEL,-1,11630,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,02/04/54,000000000NULL,42,4,FEMININO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,170,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,VILAMIR JOSE DA SILVA,-1,11633,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,01/08/59,000000000NULL,37,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,7,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,BRENO SOUZA DORNELLES,-1,11634,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,02/09/43,000000000NULL,53,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,83,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,WALMIR COSTA LIMA,-1,11638,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,04/04/52,000000000NULL,44,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,37,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,FRANCISCO JAIME DA SILVA,-1,11639,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,28/03/46,000000000NULL,50,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,14,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,RAIMUNDO ANTONIO DA SILVA,-1,11640,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,21/08/61,000000000NULL,35,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,17,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,LUIZ SERGIO LIMA NICOLINI,-1,11644,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,26/08/62,000000000NULL,34,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,539,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
24/11/2016,16:08:04,1996,1,ELEICOES 1996,CE,13897,FORTALEZA,11,VEREADOR,ABRAAO OLIVEIRA DA SILVA,-1,11650,NULO,-1,NULO,11,PPB,PARTIDO PROGRESSISTA BRASILEIRO,-1,NULO,NULO,NULO,-1,NULO,07/07/42,000000000NULL,54,2,MASCULINO,NULO,-1.0,NULO,2.0,SUPLENTE,2304400,-1.0,1,-1,NULO,271,2,MUNICIPAIS,-1,NULO,-1,NULO,-1,-1
